Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 1807, 0, 30.372, 30.372, 30.372, 0, 1, 30.372, 30.426, 0.054, 533075, -1, 30.426, 30.571, 0.145, 590,     0.199,
 1812, 0, 30.434, 30.434, 30.434, 0, 1, 30.434, 30.529, 0.096, 758570, -1, 30.529, 30.581, 0.052, 537,     0.147,
 1814, 0, 30.441, 30.441, 30.451, 0.01, 1, 30.451, 30.52, 0.069, 469929, -1, 30.52, 30.587, 0.067, 505,     0.147,
 1813, 0, 30.435, 30.435, 30.435, 0, 1, 30.435, 30.476, 0.041, 384404, -1, 30.476, 30.591, 0.115, 640,     0.156,
 1817, 0, 30.536, 30.536, 30.536, 0, 1, 30.536, 30.568, 0.031, 361470, -1, 30.568, 30.615, 0.047, 540,     0.079,
 1818, 0, 30.55, 30.55, 30.55, 0, 1, 30.55, 30.577, 0.027, 456908, -1, 30.577, 30.659, 0.082, 814,     0.109,
 1816, 0, 30.476, 30.476, 30.476, 0, 1, 30.476, 30.495, 0.019, 123660, -1, 30.495, 30.659, 0.164, 635,     0.183,
 1821, 0, 30.571, 30.571, 30.571, 0, 1, 30.571, 30.597, 0.026, 456834, -1, 30.597, 30.669, 0.072, 763,     0.097,
 1815, 0, 30.462, 30.462, 30.462, 0, 1, 30.462, 30.548, 0.086, 456712, -1, 30.548, 30.689, 0.141, 940,     0.227,
 1825, 0, 30.588, 30.588, 30.588, 0, 1, 30.588, 30.634, 0.047, 462013, -1, 30.634, 30.699, 0.065, 720,     0.111,
 1826, 0, 30.592, 30.592, 30.592, 0, 1, 30.592, 30.634, 0.042, 606049, -1, 30.634, 30.719, 0.085, 887,     0.127,
 1819, 0, 30.551, 30.551, 30.551, 0, 1, 30.551, 30.587, 0.036, 351633, -1, 30.587, 30.739, 0.152, 479,     0.188,
 1835, 0, 30.678, 30.678, 30.678, 0, 1, 30.678, 30.703, 0.025, 237315, -1, 30.703, 30.759, 0.056, 532,     0.081,
 1829, 0, 30.639, 30.639, 30.639, 0, 1, 30.639, 30.705, 0.066, 323542, -1, 30.705, 30.779, 0.074, 770,     0.140,
 1830, 0, 30.649, 30.649, 30.659, 0.01, 1, 30.659, 30.703, 0.044, 348088, -1, 30.703, 30.779, 0.076, 800,     0.130,
 1822, 0, 30.577, 30.577, 30.577, 0, 1, 30.577, 30.66, 0.083, 749789, -1, 30.66, 30.789, 0.129, 837,     0.212,
 1827, 0, 30.627, 30.627, 30.637, 0.01, 1, 30.637, 30.733, 0.096, 461526, -1, 30.733, 30.789, 0.056, 593,     0.162,
 1836, 0, 30.705, 30.705, 30.705, 0, 1, 30.705, 30.745, 0.04, 576085, -1, 30.745, 30.799, 0.054, 546,     0.094,
 1834, 0, 30.678, 30.678, 30.678, 0, 1, 30.678, 30.723, 0.045, 285413, -1, 30.723, 30.819, 0.096, 937,     0.141,
 1831, 0, 30.657, 30.657, 30.657, 0, 1, 30.657, 30.703, 0.046, 427022, -1, 30.703, 30.829, 0.126, 455,     0.172,
 1828, 0, 30.639, 30.639, 30.639, 0, 1, 30.639, 30.713, 0.074, 333514, -1, 30.713, 30.839, 0.126, 576,     0.200,
 1823, 0, 30.58, 30.58, 30.58, 0, 1, 30.58, 30.637, 0.057, 526460, -1, 30.637, 30.839, 0.202, 964,     0.259,
 1837, 0, 30.722, 30.722, 30.722, 0, 1, 30.722, 30.773, 0.05, 527320, -1, 30.773, 30.849, 0.076, 527,     0.127,
 1838, 0, 30.756, 30.756, 30.756, 0, 1, 30.756, 30.78, 0.023, 176125, -1, 30.78, 30.849, 0.069, 648,     0.093,
 1839, 0, 30.76, 30.76, 30.76, 0, 1, 30.76, 30.797, 0.038, 514083, -1, 30.797, 30.889, 0.091, 432,     0.129,
 1820, 0, 30.561, 30.561, 30.571, 0.01, 1, 30.571, 30.639, 0.068, 639412, -1, 30.639, 30.92, 0.28, 794,     0.359,
 1840, 0, 30.779, 30.779, 30.779, 0, 1, 30.779, 30.812, 0.033, 540943, -1, 30.812, 30.93, 0.118, 718,     0.151,
 1844, 0, 30.859, 30.859, 30.859, 0, 1, 30.859, 30.869, 0.01, 151291, -1, 30.869, 30.93, 0.06, 545,     0.070,
 1833, 0, 30.677, 30.677, 30.677, 0, 1, 30.677, 30.772, 0.095, 663056, -1, 30.772, 30.94, 0.167, 965,     0.262,
 1843, 0, 30.811, 30.811, 30.811, 0, 1, 30.811, 30.846, 0.035, 346159, -1, 30.846, 30.94, 0.093, 926,     0.128,
 1846, 0, 30.876, 30.876, 30.876, 0, 1, 30.876, 30.893, 0.017, 329623, -1, 30.893, 30.95, 0.057, 573,     0.074,
 1842, 0, 30.804, 30.804, 30.804, 0, 1, 30.804, 30.857, 0.052, 776652, -1, 30.857, 30.95, 0.093, 548,     0.145,
 1824, 0, 30.587, 30.587, 30.587, 0, 1, 30.587, 30.654, 0.067, 282559, -1, 30.654, 30.97, 0.315, 438,     0.383,
 1832, 0, 30.677, 30.677, 30.677, 0, 1, 30.677, 30.772, 0.095, 579185, -1, 30.772, 30.99, 0.217, 499,     0.313,
 1847, 0, 30.889, 30.889, 30.899, 0.01, 1, 30.899, 30.926, 0.028, 548070, -1, 30.926, 31, 0.073, 722,     0.111,
 1845, 0, 30.869, 30.869, 30.869, 0, 1, 30.869, 30.899, 0.03, 517513, -1, 30.899, 31.02, 0.121, 832,     0.151,
 1848, 0, 30.91, 30.91, 30.92, 0.01, 1, 30.92, 30.953, 0.033, 472183, -1, 30.953, 31.03, 0.077, 778,     0.120,
 1849, 0, 30.911, 30.911, 30.911, 0, 1, 30.911, 30.953, 0.042, 644325, -1, 30.953, 31.05, 0.097, 967,     0.139,
 1841, 0, 30.798, 30.798, 30.798, 0, 1, 30.798, 30.818, 0.019, 313234, -1, 30.818, 31.07, 0.252, 723,     0.271,
 1854, 0, 31.025, 31.025, 31.025, 0, 1, 31.025, 31.035, 0.01, 168329, -1, 31.035, 31.09, 0.055, 568,     0.065,
 1853, 0, 30.997, 30.997, 30.997, 0, 1, 30.997, 31.011, 0.014, 247205, -1, 31.011, 31.1, 0.089, 449,     0.103,
 1850, 0, 30.941, 30.941, 30.941, 0, 1, 30.941, 30.991, 0.049, 403764, -1, 30.991, 31.11, 0.119, 790,     0.168,
 1855, 0, 31.029, 31.029, 31.029, 0, 1, 31.029, 31.071, 0.042, 744382, -1, 31.071, 31.13, 0.059, 604,     0.101,
 1860, 0, 31.083, 31.083, 31.083, 0, 1, 31.083, 31.093, 0.01, 115712, -1, 31.093, 31.139, 0.047, 463,     0.057,
 1858, 0, 31.05, 31.05, 31.05, 0, 1, 31.05, 31.097, 0.047, 516779, -1, 31.097, 31.152, 0.055, 603,     0.102,
 1852, 0, 30.954, 30.954, 30.954, 0, 1, 30.954, 30.981, 0.027, 529083, -1, 30.981, 31.162, 0.181, 889,     0.208,
 1851, 0, 30.952, 30.952, 30.952, 0, 1, 30.952, 30.997, 0.045, 486766, -1, 30.997, 31.182, 0.185, 717,     0.230,
 1861, 0, 31.097, 31.097, 31.097, 0, 1, 31.097, 31.116, 0.019, 367547, -1, 31.116, 31.198, 0.083, 871,     0.102,
 1857, 0, 31.035, 31.035, 31.035, 0, 1, 31.035, 31.061, 0.026, 293059, -1, 31.061, 31.212, 0.151, 500,     0.177,
 1862, 0, 31.099, 31.099, 31.099, 0, 1, 31.099, 31.139, 0.041, 553539, -1, 31.139, 31.212, 0.073, 707,     0.113,
 1865, 0, 31.142, 31.142, 31.152, 0.01, 1, 31.152, 31.165, 0.013, 247148, -1, 31.165, 31.222, 0.057, 577,     0.080,
 1856, 0, 31.031, 31.031, 31.031, 0, 1, 31.031, 31.045, 0.015, 118739, -1, 31.045, 31.273, 0.227, 853,     0.242,
 1863, 0, 31.114, 31.114, 31.114, 0, 1, 31.114, 31.198, 0.084, 679396, -1, 31.198, 31.273, 0.074, 563,     0.158,
 1867, 0, 31.173, 31.173, 31.173, 0, 1, 31.173, 31.198, 0.026, 126251, -1, 31.198, 31.273, 0.074, 682,     0.100,
 1859, 0, 31.064, 31.064, 31.064, 0, 1, 31.064, 31.093, 0.029, 279627, -1, 31.093, 31.293, 0.2, 706,     0.228,
 1871, 0, 31.225, 31.225, 31.225, 0, 1, 31.225, 31.251, 0.026, 166767, -1, 31.251, 31.303, 0.052, 472,     0.078,
 1864, 0, 31.12, 31.12, 31.12, 0, 1, 31.12, 31.188, 0.068, 576307, -1, 31.188, 31.362, 0.174, 814,     0.242,
 1866, 0, 31.169, 31.169, 31.169, 0, 1, 31.169, 31.209, 0.04, 337378, -1, 31.209, 31.362, 0.153, 871,     0.193,
 1873, 0, 31.24, 31.24, 31.24, 0, 1, 31.24, 31.25, 0.01, 111978, -1, 31.25, 31.372, 0.122, 788,     0.132,
 1874, 0, 31.263, 31.263, 31.273, 0.01, 1, 31.273, 31.305, 0.032, 422023, -1, 31.305, 31.372, 0.067, 663,     0.109,
 1870, 0, 31.216, 31.216, 31.216, 0, 1, 31.216, 31.276, 0.061, 564728, -1, 31.276, 31.382, 0.106, 755,     0.166,
 1876, 0, 31.307, 31.307, 31.307, 0, 1, 31.307, 31.325, 0.019, 204310, -1, 31.325, 31.402, 0.077, 713,     0.095,
 1878, 0, 31.342, 31.342, 31.352, 0.01, 1, 31.352, 31.366, 0.014, 261932, -1, 31.366, 31.422, 0.056, 595,     0.080,
 1877, 0, 31.309, 31.309, 31.309, 0, 1, 31.309, 31.352, 0.043, 633210, -1, 31.352, 31.452, 0.1, 773,     0.143,
 1875, 0, 31.305, 31.305, 31.305, 0, 1, 31.305, 31.325, 0.021, 235118, -1, 31.325, 31.462, 0.137, 897,     0.157,
 1869, 0, 31.183, 31.183, 31.183, 0, 1, 31.183, 31.209, 0.027, 244455, -1, 31.209, 31.462, 0.253, 922,     0.279,
 1872, 0, 31.226, 31.226, 31.226, 0, 1, 31.226, 31.286, 0.061, 272720, -1, 31.286, 31.462, 0.176, 749,     0.236,
 1879, 0, 31.382, 31.382, 31.382, 0, 1, 31.382, 31.411, 0.03, 591402, -1, 31.411, 31.513, 0.101, 906,     0.131,
 1868, 0, 31.182, 31.182, 31.182, 0, 1, 31.182, 31.236, 0.054, 511364, -1, 31.236, 31.567, 0.331, 926,     0.385,
 1881, 0, 31.442, 31.442, 31.452, 0.01, 1, 31.452, 31.491, 0.039, 572346, -1, 31.491, 31.567, 0.076, 786,     0.125,
 1880, 0, 31.429, 31.429, 31.429, 0, 1, 31.429, 31.442, 0.013, 241869, -1, 31.442, 31.592, 0.15, 793,     0.163,
 1885, 0, 31.522, 31.522, 31.522, 0, 1, 31.522, 31.552, 0.03, 602285, -1, 31.552, 31.631, 0.079, 787,     0.109,
 1882, 0, 31.45, 31.45, 31.45, 0, 1, 31.45, 31.499, 0.049, 609322, -1, 31.499, 31.651, 0.152, 777,     0.201,
 1886, 0, 31.555, 31.555, 31.555, 0, 1, 31.555, 31.579, 0.024, 473228, -1, 31.579, 31.651, 0.072, 541,     0.096,
 1887, 0, 31.572, 31.572, 31.572, 0, 1, 31.572, 31.609, 0.038, 746731, -1, 31.609, 31.661, 0.052, 493,     0.090,
 1884, 0, 31.489, 31.489, 31.499, 0.01, 1, 31.499, 31.526, 0.028, 497951, -1, 31.526, 31.661, 0.135, 848,     0.173,
 1883, 0, 31.466, 31.466, 31.466, 0, 1, 31.466, 31.516, 0.05, 672923, -1, 31.516, 31.661, 0.145, 672,     0.195,
 1888, 0, 31.604, 31.604, 31.614, 0.01, 1, 31.614, 31.672, 0.057, 756225, -1, 31.672, 31.76, 0.089, 840,     0.156,
 1890, 0, 31.653, 31.653, 31.653, 0, 1, 31.653, 31.701, 0.048, 378562, -1, 31.701, 31.78, 0.079, 766,     0.127,
 1894, 0, 31.694, 31.694, 31.694, 0, 1, 31.694, 31.777, 0.082, 672890, -1, 31.777, 31.819, 0.043, 463,     0.125,
 1892, 0, 31.661, 31.661, 31.671, 0.01, 1, 31.671, 31.747, 0.076, 418943, -1, 31.747, 31.829, 0.082, 859,     0.168,
 1889, 0, 31.639, 31.639, 31.639, 0, 1, 31.639, 31.724, 0.085, 560577, -1, 31.724, 31.829, 0.105, 671,     0.190,
 1891, 0, 31.657, 31.657, 31.657, 0, 1, 31.657, 31.767, 0.11, 673979, -1, 31.767, 31.829, 0.062, 635,     0.172,
 1893, 0, 31.688, 31.688, 31.697, 0.008, 1, 31.697, 31.751, 0.054, 308520, -1, 31.751, 31.839, 0.089, 792,     0.151,
 1899, 0, 31.74, 31.74, 31.748, 0.008, 1, 31.748, 31.767, 0.019, 163299, -1, 31.767, 31.839, 0.072, 736,     0.099,
 1897, 0, 31.702, 31.702, 31.702, 0, 1, 31.702, 31.767, 0.065, 486879, -1, 31.767, 31.849, 0.082, 880,     0.148,
 1895, 0, 31.697, 31.697, 31.697, 0, 1, 31.697, 31.757, 0.061, 337882, -1, 31.757, 31.859, 0.102, 784,     0.163,
 1900, 0, 31.748, 31.748, 31.75, 0.002, 1, 31.75, 31.792, 0.042, 415469, -1, 31.792, 31.914, 0.122, 846,     0.166,
 1898, 0, 31.705, 31.705, 31.705, 0, 1, 31.705, 31.809, 0.105, 653914, -1, 31.809, 31.925, 0.116, 972,     0.220,
 1902, 0, 31.848, 31.848, 31.848, 0, 1, 31.848, 31.866, 0.018, 352563, -1, 31.866, 31.925, 0.059, 658,     0.077,
 1896, 0, 31.701, 31.701, 31.701, 0, 1, 31.701, 31.82, 0.119, 757111, -1, 31.82, 31.957, 0.137, 962,     0.256,
 1901, 0, 31.839, 31.839, 31.839, 0, 1, 31.839, 31.876, 0.037, 730757, -1, 31.876, 31.957, 0.08, 810,     0.118,
 1904, 0, 31.933, 31.933, 31.933, 0, 1, 31.933, 31.947, 0.013, 262904, -1, 31.947, 32.029, 0.083, 728,     0.096,
 1905, 0, 31.952, 31.952, 31.952, 0, 1, 31.952, 31.989, 0.037, 732611, -1, 31.989, 32.042, 0.052, 524,     0.090,
 1903, 0, 31.89, 31.89, 31.9, 0.01, 1, 31.9, 31.918, 0.018, 354069, -1, 31.918, 32.062, 0.144, 919,     0.172,
 1912, 0, 32.111, 32.111, 32.111, 0, 1, 32.111, 32.143, 0.031, 277727, -1, 32.143, 32.187, 0.045, 408,     0.076,
 1906, 0, 32.072, 32.072, 32.082, 0.01, 1, 32.082, 32.122, 0.04, 592608, -1, 32.122, 32.207, 0.085, 791,     0.135,
 1911, 0, 32.108, 32.108, 32.108, 0, 1, 32.108, 32.163, 0.055, 471932, -1, 32.163, 32.207, 0.044, 413,     0.099,
 1910, 0, 32.104, 32.104, 32.104, 0, 1, 32.104, 32.132, 0.028, 272709, -1, 32.132, 32.227, 0.095, 994,     0.123,
 1913, 0, 32.132, 32.132, 32.132, 0, 1, 32.132, 32.184, 0.052, 437135, -1, 32.184, 32.227, 0.043, 413,     0.095,
 1917, 0, 32.156, 32.156, 32.156, 0, 1, 32.156, 32.193, 0.037, 324458, -1, 32.193, 32.258, 0.065, 655,     0.102,
 1907, 0, 32.087, 32.087, 32.087, 0, 1, 32.087, 32.132, 0.045, 573591, -1, 32.132, 32.289, 0.157, 580,     0.202,
 1918, 0, 32.177, 32.177, 32.187, 0.01, 1, 32.187, 32.244, 0.057, 490604, -1, 32.244, 32.299, 0.055, 565,     0.122,
 1909, 0, 32.102, 32.102, 32.107, 0.005, 1, 32.107, 32.19, 0.083, 764055, -1, 32.19, 32.299, 0.109, 841,     0.197,
 1916, 0, 32.153, 32.153, 32.163, 0.01, 1, 32.163, 32.244, 0.081, 711013, -1, 32.244, 32.309, 0.065, 636,     0.156,
 1914, 0, 32.145, 32.145, 32.145, 0, 1, 32.145, 32.194, 0.049, 370189, -1, 32.194, 32.329, 0.135, 663,     0.184,
 1920, 0, 32.193, 32.193, 32.193, 0, 1, 32.193, 32.265, 0.072, 542774, -1, 32.265, 32.339, 0.074, 791,     0.146,
 1923, 0, 32.244, 32.244, 32.244, 0, 1, 32.244, 32.279, 0.035, 173716, -1, 32.279, 32.359, 0.08, 488,     0.115,
 1919, 0, 32.189, 32.189, 32.189, 0, 1, 32.189, 32.255, 0.065, 663982, -1, 32.255, 32.379, 0.124, 721,     0.190,
 1922, 0, 32.229, 32.229, 32.229, 0, 1, 32.229, 32.289, 0.06, 321509, -1, 32.289, 32.379, 0.09, 405,     0.150,
 1915, 0, 32.149, 32.149, 32.149, 0, 1, 32.149, 32.214, 0.064, 620579, -1, 32.214, 32.379, 0.165, 789,     0.230,
 1908, 0, 32.097, 32.097, 32.102, 0.005, 1, 32.102, 32.204, 0.102, 671636, -1, 32.204, 32.389, 0.185, 994,     0.292,
 1926, 0, 32.279, 32.279, 32.279, 0, 1, 32.279, 32.331, 0.052, 514581, -1, 32.331, 32.409, 0.078, 767,     0.130,
 1929, 0, 32.328, 32.328, 32.328, 0, 1, 32.328, 32.379, 0.051, 450666, -1, 32.379, 32.441, 0.062, 620,     0.113,
 1921, 0, 32.203, 32.203, 32.203, 0, 1, 32.203, 32.321, 0.117, 711116, -1, 32.321, 32.457, 0.137, 890,     0.254,
 1935, 0, 32.389, 32.389, 32.389, 0, 1, 32.389, 32.429, 0.041, 577067, -1, 32.429, 32.478, 0.048, 483,     0.089,
 1925, 0, 32.269, 32.269, 32.269, 0, 1, 32.269, 32.299, 0.029, 241833, -1, 32.299, 32.498, 0.199, 927,     0.228,
 1932, 0, 32.359, 32.359, 32.359, 0, 1, 32.359, 32.389, 0.03, 171277, -1, 32.389, 32.508, 0.12, 993,     0.149,
 1934, 0, 32.371, 32.371, 32.371, 0, 1, 32.371, 32.429, 0.059, 445840, -1, 32.429, 32.533, 0.104, 896,     0.162,
 1927, 0, 32.31, 32.31, 32.31, 0, 1, 32.31, 32.389, 0.079, 702441, -1, 32.389, 32.533, 0.144, 673,     0.223,
 1931, 0, 32.353, 32.353, 32.353, 0, 1, 32.353, 32.409, 0.057, 564583, -1, 32.409, 32.567, 0.158, 590,     0.215,
 1924, 0, 32.248, 32.248, 32.258, 0.01, 1, 32.258, 32.311, 0.053, 635156, -1, 32.311, 32.579, 0.268, 793,     0.331,
 1938, 0, 32.477, 32.477, 32.477, 0, 1, 32.477, 32.543, 0.066, 585431, -1, 32.543, 32.599, 0.056, 572,     0.122,
 1942, 0, 32.518, 32.518, 32.518, 0, 1, 32.518, 32.569, 0.051, 765306, -1, 32.569, 32.62, 0.05, 524,     0.102,
 1928, 0, 32.311, 32.311, 32.311, 0, 1, 32.311, 32.35, 0.039, 469033, -1, 32.35, 32.643, 0.293, 607,     0.332,
 1936, 0, 32.441, 32.441, 32.441, 0, 1, 32.441, 32.503, 0.062, 774742, -1, 32.503, 32.653, 0.15, 825,     0.211,
 1943, 0, 32.579, 32.579, 32.589, 0.01, 1, 32.589, 32.599, 0.011, 177477, -1, 32.599, 32.692, 0.093, 884,     0.114,
 1930, 0, 32.339, 32.339, 32.339, 0, 1, 32.339, 32.389, 0.05, 480409, -1, 32.389, 32.715, 0.326, 721,     0.375,
 1939, 0, 32.481, 32.481, 32.481, 0, 1, 32.481, 32.518, 0.037, 249800, -1, 32.518, 32.73, 0.211, 751,     0.249,
 1944, 0, 32.633, 32.633, 32.643, 0.01, 1, 32.643, 32.655, 0.013, 244973, -1, 32.655, 32.74, 0.084, 810,     0.107,
 1946, 0, 32.66, 32.66, 32.66, 0, 1, 32.66, 32.671, 0.01, 145397, -1, 32.671, 32.74, 0.069, 770,     0.080,
 1933, 0, 32.364, 32.364, 32.364, 0, 1, 32.364, 32.419, 0.055, 435936, -1, 32.419, 32.779, 0.36, 601,     0.415,
 1951, 0, 32.737, 32.737, 32.737, 0, 1, 32.737, 32.754, 0.017, 208070, -1, 32.754, 32.804, 0.051, 544,     0.068,
 1947, 0, 32.688, 32.688, 32.688, 0, 1, 32.688, 32.715, 0.027, 336435, -1, 32.715, 32.821, 0.106, 727,     0.133,
 1937, 0, 32.457, 32.457, 32.467, 0.01, 1, 32.467, 32.506, 0.038, 358667, -1, 32.506, 32.831, 0.325, 513,     0.373,
 1941, 0, 32.505, 32.505, 32.505, 0, 1, 32.505, 32.533, 0.028, 147103, -1, 32.533, 32.831, 0.298, 925,     0.325,
 1950, 0, 32.73, 32.73, 32.74, 0.01, 1, 32.74, 32.779, 0.04, 600553, -1, 32.779, 32.861, 0.082, 807,     0.132,
 1954, 0, 32.808, 32.808, 32.808, 0, 1, 32.808, 32.829, 0.02, 152350, -1, 32.829, 32.861, 0.033, 403,     0.053,
 1945, 0, 32.642, 32.642, 32.642, 0, 1, 32.642, 32.68, 0.039, 712594, -1, 32.68, 32.881, 0.201, 419,     0.240,
 1948, 0, 32.692, 32.692, 32.702, 0.01, 1, 32.702, 32.733, 0.03, 295594, -1, 32.733, 32.901, 0.169, 717,     0.209,
 1940, 0, 32.487, 32.487, 32.487, 0, 1, 32.487, 32.553, 0.066, 420270, -1, 32.553, 32.911, 0.358, 783,     0.425,
 1957, 0, 32.852, 32.852, 32.852, 0, 1, 32.852, 32.864, 0.012, 222116, -1, 32.864, 32.921, 0.058, 533,     0.069,
 1955, 0, 32.813, 32.813, 32.813, 0, 1, 32.813, 32.851, 0.038, 376551, -1, 32.851, 32.931, 0.08, 612,     0.118,
 1949, 0, 32.706, 32.706, 32.706, 0, 1, 32.706, 32.757, 0.052, 747231, -1, 32.757, 32.963, 0.205, 789,     0.257,
 1953, 0, 32.753, 32.753, 32.753, 0, 1, 32.753, 32.779, 0.026, 235262, -1, 32.779, 32.996, 0.217, 762,     0.243,
 1958, 0, 32.903, 32.903, 32.903, 0, 1, 32.903, 32.929, 0.027, 432380, -1, 32.929, 33.006, 0.077, 827,     0.103,
 1956, 0, 32.821, 32.821, 32.831, 0.01, 1, 32.831, 32.874, 0.043, 467060, -1, 32.874, 33.006, 0.133, 695,     0.185,
 1952, 0, 32.746, 32.746, 32.746, 0, 1, 32.746, 32.769, 0.024, 232168, -1, 32.769, 33.044, 0.274, 812,     0.298,
 1960, 0, 32.953, 32.953, 32.963, 0.01, 1, 32.963, 32.988, 0.025, 290192, -1, 32.988, 33.054, 0.066, 478,     0.101,
 1961, 0, 32.968, 32.968, 32.968, 0, 1, 32.968, 33.054, 0.085, 676468, -1, 33.054, 33.096, 0.042, 494,     0.127,
 1959, 0, 32.909, 32.909, 32.909, 0, 1, 32.909, 32.919, 0.011, 128974, -1, 32.919, 33.116, 0.196, 654,     0.207,
 1963, 0, 32.974, 32.974, 32.974, 0, 1, 32.974, 33.044, 0.07, 521319, -1, 33.044, 33.126, 0.081, 761,     0.152,
 1966, 0, 33.013, 33.013, 33.013, 0, 1, 33.013, 33.034, 0.021, 173264, -1, 33.034, 33.126, 0.092, 618,     0.112,
 1967, 0, 33.057, 33.057, 33.057, 0, 1, 33.057, 33.068, 0.012, 226044, -1, 33.068, 33.146, 0.077, 765,     0.089,
 1965, 0, 32.996, 32.996, 32.996, 0, 1, 32.996, 33.054, 0.058, 341691, -1, 33.054, 33.156, 0.102, 583,     0.160,
 1962, 0, 32.969, 32.969, 32.969, 0, 1, 32.969, 33.024, 0.055, 634890, -1, 33.024, 33.192, 0.168, 686,     0.223,
 1971, 0, 33.116, 33.116, 33.116, 0, 1, 33.116, 33.143, 0.027, 205381, -1, 33.143, 33.202, 0.059, 636,     0.086,
 1964, 0, 32.986, 32.986, 32.996, 0.01, 1, 32.996, 33.054, 0.058, 751404, -1, 33.054, 33.222, 0.168, 870,     0.236,
 1968, 0, 33.075, 33.075, 33.075, 0, 1, 33.075, 33.086, 0.011, 113889, -1, 33.086, 33.242, 0.157, 865,     0.167,
 1969, 0, 33.106, 33.106, 33.106, 0, 1, 33.106, 33.182, 0.076, 688889, -1, 33.182, 33.242, 0.06, 541,     0.136,
 1972, 0, 33.118, 33.118, 33.118, 0, 1, 33.118, 33.192, 0.074, 472722, -1, 33.192, 33.27, 0.078, 783,     0.152,
 1974, 0, 33.134, 33.134, 33.134, 0, 1, 33.134, 33.172, 0.038, 373326, -1, 33.172, 33.29, 0.118, 705,     0.155,
 1978, 0, 33.214, 33.214, 33.214, 0, 1, 33.214, 33.228, 0.014, 137836, -1, 33.228, 33.3, 0.071, 535,     0.085,
 1970, 0, 33.111, 33.111, 33.111, 0, 1, 33.111, 33.133, 0.022, 232758, -1, 33.133, 33.31, 0.177, 804,     0.199,
 1976, 0, 33.206, 33.206, 33.206, 0, 1, 33.206, 33.275, 0.068, 576599, -1, 33.275, 33.32, 0.045, 455,     0.113,
 1975, 0, 33.199, 33.199, 33.199, 0, 1, 33.199, 33.274, 0.076, 649023, -1, 33.274, 33.344, 0.07, 736,     0.145,
 1979, 0, 33.223, 33.223, 33.223, 0, 1, 33.223, 33.275, 0.051, 315567, -1, 33.275, 33.356, 0.081, 825,     0.132,
 1982, 0, 33.24, 33.24, 33.24, 0, 1, 33.24, 33.275, 0.034, 275327, -1, 33.275, 33.356, 0.081, 527,     0.115,
 1983, 0, 33.253, 33.253, 33.253, 0, 1, 33.253, 33.29, 0.037, 361682, -1, 33.29, 33.396, 0.106, 914,     0.143,
 1977, 0, 33.207, 33.207, 33.207, 0, 1, 33.207, 33.253, 0.046, 285306, -1, 33.253, 33.396, 0.143, 887,     0.188,
 1973, 0, 33.129, 33.129, 33.129, 0, 1, 33.129, 33.209, 0.08, 766331, -1, 33.209, 33.396, 0.187, 680,     0.267,
 1988, 0, 33.356, 33.356, 33.366, 0.01, 1, 33.366, 33.376, 0.01, 133774, -1, 33.376, 33.429, 0.053, 500,     0.073,
 1981, 0, 33.233, 33.233, 33.233, 0, 1, 33.233, 33.306, 0.074, 634947, -1, 33.306, 33.429, 0.123, 714,     0.196,
 1984, 0, 33.259, 33.259, 33.259, 0, 1, 33.259, 33.314, 0.056, 793219, -1, 33.314, 33.452, 0.138, 563,     0.194,
 1980, 0, 33.231, 33.231, 33.231, 0, 1, 33.231, 33.274, 0.043, 367570, -1, 33.274, 33.472, 0.198, 592,     0.241,
 1985, 0, 33.29, 33.29, 33.3, 0.01, 1, 33.3, 33.326, 0.026, 445007, -1, 33.326, 33.472, 0.146, 997,     0.182,
 1989, 0, 33.409, 33.409, 33.419, 0.01, 1, 33.419, 33.435, 0.016, 110912, -1, 33.435, 33.512, 0.078, 777,     0.103,
 1986, 0, 33.314, 33.314, 33.314, 0, 1, 33.314, 33.336, 0.022, 340303, -1, 33.336, 33.556, 0.22, 838,     0.242,
 1990, 0, 33.414, 33.414, 33.414, 0, 1, 33.414, 33.435, 0.021, 156163, -1, 33.435, 33.567, 0.132, 945,     0.152,
 1995, 0, 33.522, 33.522, 33.522, 0, 1, 33.522, 33.552, 0.03, 487668, -1, 33.552, 33.612, 0.06, 699,     0.090,
 1994, 0, 33.521, 33.521, 33.521, 0, 1, 33.521, 33.552, 0.03, 388880, -1, 33.552, 33.631, 0.08, 893,     0.110,
 1987, 0, 33.348, 33.348, 33.348, 0, 1, 33.348, 33.36, 0.012, 224827, -1, 33.36, 33.631, 0.271, 643,     0.283,
 1992, 0, 33.476, 33.476, 33.476, 0, 1, 33.476, 33.498, 0.022, 382742, -1, 33.498, 33.631, 0.133, 565,     0.155,
 1993, 0, 33.512, 33.512, 33.521, 0.009, 1, 33.521, 33.542, 0.021, 186540, -1, 33.542, 33.651, 0.109, 916,     0.139,
 1996, 0, 33.557, 33.557, 33.557, 0, 1, 33.557, 33.567, 0.01, 171342, -1, 33.567, 33.671, 0.104, 445,     0.114,
 1991, 0, 33.453, 33.453, 33.453, 0, 1, 33.453, 33.487, 0.035, 689553, -1, 33.487, 33.708, 0.221, 677,     0.256,
